memberId	residentialState	branch	annualIncome	yearsEmployment	homeOwnership	incomeVerified	creditScore	dtiRatio	revolvingBalance	revolvingUtilizationRate	numDelinquency2Years	numDerogatoryRec	numInquiries6Mon	lengthCreditHistory	numOpenCreditLines	numTotalCreditLines	numChargeoff1year
26352	SD	Rapid City	69738.44787	1 year	own	1	794	20.613944	96569.39972	43.31080446	0	0	0	8	20	22	0
26363	DC	Washington															
26365	DC	Washington															
26370	IL	Aurora	78452.04412	< 1 year	mortgage	0	680	21.03085115	144425.502	50.39818838	0	0	4	3	8	13	0
26376	IN	Indianapolis	80635.89037	< 1 year	own	0	670	19.41604403	173880.8059	55.89330509	3	0	8	21	4	6	2
26386	CA	San Jose	33531.96511	2-5 years	own	1	718	26.7626791	109784.0953	37.12902049	0	0	0	17	4	4	0
26400	CA	Los Angeles	71075.77442	10+ years	rent	0	611	26.86202473	109599.6707	81.40972087	0	10	1	15	12	13	0
26401	IA	Cedar Rapids	58184.47712	< 1 year	own	1	517	33.70297194	112880.0274	69.46314478	10	10	0	8	8	11	6
26409	NY	New York City	70275.45483	6-9 years	mortgage	1	630	37.54771901	109479.2656	53.3979718	0	0	2	12	14	16	0
26415	NE	Lincoln	82755.23239	2-5 years	own	0	635	29.24241295	127446.9598	37.29661247	0	0	0	24	13	14	0
26417	CA	San Jose	75841.68574	10+ years	mortgage	1	717	45.94566557	127165.844	65.23764592	0	2	0	10	15	18	0
26420	NC	Charlotte	96446.83569	< 1 year	rent	1	816	17.54817616	151061.5452	54.87404014	3	0	4	16	10	11	2
26424	KS	Wichita	91115.47275	6-9 years	rent	1	673	35.77663187	151464.3958	66.65633735	3	0	0	19	12	16	3
26431	MD	Frederick	107356.6678	10+ years	rent	0	789	19.13750856	155801.5622	62.56749443	0	2	3	9	9	11	0
26457	NY	Rochester	60615.30789	10+ years	own	0	735	36.03929581	135523.9892	42.67407531	0	0	0	16	7	9	0
26467	NC	Charlotte	90491.44209	6-9 years	mortgage	1	759	15.41065853	171968.617	63.71603902	9	0	0	12	7	13	7
26472	FL	Miami	38152.40175	< 1 year	own	1	762	16.1557463	155203.3426	67.20858596	0	0	7	7	15	18	0
26475	MN	Saint Paul	43204.50602	1 year	mortgage	0	574	23.51741729	96430.0376	44.90594017	0	0	0	5	11	14	0
26479	MT	Missoula	73640.72967	1 year	own	1	724	34.96879579	161258.7931	74.76261113	0	0	2	33	9	14	0
26488	NE	Omaha	81935.61628	2-5 years	mortgage	0	728	34.32471106	129100.9459	60.78443342	0	0	0	7	19	19	0
26490	NY	New York City	106216.2446	6-9 years	own	0	786	37.26821059	109003.5888	51.98834661	0	0	0	4	11	17	0
26495	SD	Rapid City	76725.86671	2-5 years	mortgage	1	743	19.62770507	92881.33602	45.41372471	0	0	0	8	12	18	0
26506	NM	Albuquerque	68445.84186	10+ years	own	0	637	29.89506	86106.4519	62.23237221	0	3	0	16	12	19	0
26519	WV	Huntington	85453.25013	< 1 year	rent	0	748	25.67267056	158415.3458	51.73375873	0	0	0	14	11	12	0
26521	FL	Miami	80412.47179	10+ years	mortgage	1	737	22.16590116	108159.4764	53.88186782	0	0	0	25	13	13	0
26523	CA	San Diego	99403.58676	2-5 years	rent	0	635	30.13606566	186230.8161	51.63961765	2	0	0	5	12	23	1
26525	OK	Oklahoma City	64658.44092	2-5 years	rent	0	658	28.80592926	129364.3398	61.97662896	0	0	11	7	11	14	0
26532	OR	Gresham	70616.13461	1 year	rent	1	726	35.93356354	116490.696	24.15933811	0	0	1	11	16	23	0
26538	WA	Seattle	75423.33255	6-9 years	mortgage	0	608	41.22968798	157415.8369	44.61375151	0	0	1	15	15	16	0
26546	OK	Tulsa	79627.06398	1 year	own	1	737	28.31291419	182293.8534	51.590829	0	0	0	16	17	17	0
26549	MD	Frederick	70088.7427	2-5 years	rent	1	876	8.03192258	99971.84844	49.51072811	1	0	0	37	12	14	1
26559	KS	Wichita	76001.90925	10+ years	rent	0	683	18.40611131	88392.14594	78.77573659	0	0	0	14	10	15	0
26567	MD	Baltimore	61412.01518	1 year	own	1	617	35.2622105	142131.8372	49.10552537	8	2	8	5	9	12	5
26574	CO	Denver	55802.6042	6-9 years	rent	0	655	35.05009354	120763.259	57.54577492	0	1	3	12	7	10	0
26581	MN	Minneapolis	84672.45267	1 year	mortgage	1	603	25.7797071	104621.0065	63.22794184	6	2	0	12	13	17	4
26594	AL	Montgomery	62004.60417	6-9 years	mortgage	1	690	25.38031235	113767.1382	40.50806825	0	4	2	10	9	11	0
26609	CA	San Jose	75817.79673	< 1 year	mortgage	0	599	28.90497723	110490.5813	69.17872775	0	0	3	13	9	12	0
26614	CA	San Diego	85515.1178	10+ years	own	1	736	30.63050381	183400.5592	63.36191277	0	0	0	6	10	13	0
26617	NM	Albuquerque	117958.582	2-5 years	mortgage	1	794	27.73455225	75222.34171	44.37874602	2	0	6	1	7	12	2
26628	NJ	Newark	79622.93485	1 year	mortgage	0	660	26.00453059	118285.1983	67.17699263	0	5	0	7	13	16	0
26631	MT	Billings	59479.96785	2-5 years	mortgage	0	716	26.62005618	112141.4067	47.87614598	0	0	4	4	8	12	0
26636	IA	Cedar Rapids	84681.63624	2-5 years	rent	0	788	24.27361625	147501.1791	63.2818393	0	0	0	21	5	5	0
26644	FL	Tampa	96607.54725	< 1 year	mortgage	1	793	19.3549989	160458.4037	33.35085704	0	0	3	33	11	16	0
26652	CA	San Diego	51872.95644	10+ years	rent	0	716	26.6554847	142684.3604	81.37268256	0	4	6	2	11	12	0
26662	WA	Spokane	88577.05227	1 year	own	1	796	22.10060199	81385.62499	54.34817387	0	0	1	3	13	16	0
26668	NC	Charlotte	103863.4914	1 year	rent	1	890	16.8568927	183418.5388	62.37187403	0	1	4	7	18	22	0
26670	MN	Minneapolis	73884.94315	2-5 years	rent	1	776	33.32739958	142795.4637	51.84452712	0	0	3	17	12	12	0
26676	LA	New Orleans	73078.64085	6-9 years	rent	1	663	28.2706935	137492.0726	41.23316607	0	0	6	15	14	18	0
26678	MS	Gulfport	67900.09765	6-9 years	rent	1	836	25.15932984	76523.26883	56.26777953	0	5	0	12	8	16	0
26683	IL	Chicago	79766.48602	< 1 year	rent	1	752	22.2909561	160628.3494	71.75324793	0	0	3	21	6	11	0
26693	SD	Rapid City	87685.20827	10+ years	own	1	793	32.98141665	126903.2736	31.70354757	2	0	0	18	13	14	1
26705	NV	Reno	48864.61326	2-5 years	own	1	773	24.67090265	77668.74159	68.21240489	0	0	3	8	13	16	0
26711	CA	San Jose	88383.13778	< 1 year	own	0	634	35.86391153	160282.6232	39.62036762	0	1	3	10	14	15	0
26752	OK	Tulsa	56785.8535	1 year	own	1	645	21.89078759	153030.4214	55.01250244	3	1	0	8	4	7	2
26753	ME	Lewiston	110619.5945	6-9 years	mortgage	1	734	25.40924501	77644.55936	39.31120557	1	2	1	6	15	16	1
26755	FL	Tampa	39899.65768	< 1 year	own	1	744	19.70533879	124339.7309	52.83429642	0	0	0	5	6	11	0
26760	MI	Detroit	93838.71316	< 1 year	rent	1	771	20.72824275	164542.6711	68.88316711	0	0	0	16	5	8	0
26776	NM	Albuquerque	44013.0396	10+ years	rent	1	696	27.91094605	164960.1335	71.72444272	0	0	0	15	10	14	0
26798	KY	Lexington	77759.39787	6-9 years	rent	1	748	23.2183027	151746.8039	55.20907158	1	0	0	1	19	22	1
26820	CA	San Diego	107295.3206	2-5 years	own	0	760	22.00333095	78866.61274	59.43642605	0	0	0	13	11	16	0
26837	ME	Portland	66547.40875	10+ years	rent	1	845	21.8717629	126524.3147	35.88323312	0	0	10	8	11	13	0
26838	NY	New York City	99287.98505	6-9 years	mortgage	1	656	36.46144646	93988.69179	76.70496129	2	0	2	8	10	16	2
26843	MA	Boston	90856.66659	2-5 years	mortgage	0	612	20.94108043	143260.4044	55.20947445	3	0	0	31	12	19	2
26852	DC	Washington															
26857	NY	Buffalo	99467.61679	2-5 years	rent	1	859	17.55601198	101857.7862	53.79126438	0	0	0	7	12	17	0
26858	ID	Boise	90760.24938	6-9 years	own	0	803	18.20704179	130263.2326	50.62418358	0	2	5	15	6	11	0
26861	MI	Grand Rapids	100935.9395	10+ years	rent	0	837	22.67104886	121176.6106	69.97440501	0	0	6	10	11	13	0
26869	OR	Eugene	92643.12281	10+ years	mortgage	0	640	23.57941194	147116.4371	57.36004892	0	0	5	6	13	19	0
26872	GA	Augusta	80616.6492	10+ years	own	0	705	27.24148927	152590.602	46.82809539	0	1	3	6	16	19	0
26880	NJ	Jersey City	97038.21352	10+ years	mortgage	1	635	37.5594175	112964.0761	58.56073371	0	0	0	28	12	14	0
26890	CA	Los Angeles	106395.1289	1 year	mortgage	1	587	27.35300096	219714.688	38.14819228	11	5	5	8	11	17	9
26923	TN	Memphis	90409.53272	6-9 years	own	0	522	35.63810634	184002.8325	61.96123818	3	1	0	2	16	18	3
26934	VA	Norfolk	83342.61802	< 1 year	mortgage	1	696	28.41397914	126634.5642	78.10351629	12	0	0	20	11	20	8
26936	TX	San Antonio	68599.90304	1 year	mortgage	1	817	26.38088834	112318.6894	45.52617469	0	2	0	12	12	16	0
26942	ND	Fargo	92009.16075	6-9 years	own	1	686	37.6149536	164340.9332	88.13335368	0	0	3	2	8	13	0
26950	FL	Miami	73571.60153	1 year	own	0	766	19.4450341	176403.0893	72.22725838	0	0	0	17	5	7	0
26954	MA	Worcester	57225.8006	1 year	mortgage	1	694	26.53076622	130595.5579	58.44523314	0	0	3	26	18	23	0
26962	SD	Sioux Falls	105451.8409	6-9 years	mortgage	1	789	20.7540731	127638.2266	64.90542879	0	1	2	10	13	16	0
26965	TX	Houston	93258.58952	1 year	rent	0	657	32.77890884	151337.9923	50.68942143	3	2	6	12	12	21	2
26976	FL	Tampa	70483.21077	< 1 year	rent	1	762	35.51659501	58859.34657	40.00798184	0	0	4	4	13	17	0
26979	FL	Jacksonville	95077.73999	2-5 years	rent	1	809	32.05173083	113690.6383	34.92642286	0	0	2	6	11	14	0
26998	KY	Lexington	96106.87516	2-5 years	mortgage	1	741	18.51740734	136987.5445	37.49169516	0	0	11	10	9	13	0
27000	DE	Wilmington	40479.71708	2-5 years	rent	0	640	34.22477501	83459.84007	74.18613053	1	0	0	8	14	15	1
27014	ME	Lewiston	78410.49968	1 year	mortgage	1	746	17.76053042	127642.8804	39.0190742	0	0	0	1	8	13	0
27031	TX	Houston	72216.35571	< 1 year	rent	1	816	30.64579808	67848.13576	42.07254784	0	0	0	1	10	15	0
27036	TX	San Antonio	80459.93665	6-9 years	rent	1	685	25.09309006	124943.6865	54.16765465	1	0	2	5	4	6	1
27050	DC	Washington															
27058	FL	Jacksonville	106166.0115	6-9 years	mortgage	0	711	18.37178013	140583.2844	52.06380326	0	0	6	2	10	13	0
27059	LA	Shreveport	81854.53992	2-5 years	own	1	594	35.37914436	154213.8871	47.79967262	1	0	5	10	10	14	1
27067	NE	Lincoln	70377.76333	< 1 year	rent	1	664	34.40877976	147441.1051	41.99225831	0	0	0	36	13	15	0
27069	CA	Los Angeles	64986.73799	1 year	mortgage	1	699	33.30553339	135321.9386	52.63149496	0	0	0	8	11	14	0
27073	CA	San Jose	98272.57055	1 year	mortgage	1	689	28.71226938	166289.5318	70.77285531	0	0	6	4	16	19	0
27075	FL	Jacksonville	71985.41552	< 1 year	own	0	609	16.60012282	172895.2055	56.24462911	0	0	0	14	7	12	0
27093	FL	Jacksonville	71516.08329	< 1 year	mortgage	1	816	23.05169697	136330.596	69.27002992	0	4	4	8	14	19	0
27101	CA	San Jose	77722.53967	2-5 years	own	1	775	31.51873051	128852.8607	72.7468641	0	0	10	3	7	12	0
27103	WA	Tacoma	90283.37211	2-5 years	rent	1	743	33.23110366	114082.7497	39.56300625	2	2	4	10	8	16	1
27119	KS	Wichita	50782.7633	2-5 years	own	0	712	32.11273145	135374.6013	61.88507815	0	2	3	4	13	16	0
27136	CO	Colorado Springs	76633.49043	1 year	mortgage	1	654	15.87751957	159591.5727	55.59280779	0	0	5	4	10	16	0
27158	MI	Detroit	121763.9043	6-9 years	rent	0	641	28.66921669	168110.2185	39.29993064	0	3	3	5	5	9	0
27165	VA	Virginia Beach	65047.92907	1 year	mortgage	1	542	30.47777304	143245.9263	90.76061705	0	0	0	2	15	16	0
27171	WI	Madison	81223.16244	10+ years	mortgage	1	684	22.97269997	169014.326	58.84138082	0	0	0	6	9	13	0
27189	ME	Portland	97502.31937	10+ years	mortgage	1	767	30.7592018	163692.5127	52.94360363	0	0	0	8	12	12	0
27190	MN	Saint Paul	87146.86338	1 year	mortgage	1	760	21.5284798	147039.9304	39.62432893	0	2	0	30	14	16	0
27197	UT	Salt Lake City	90838.58297	2-5 years	mortgage	1	596	36.07161181	142726.5135	52.61730022	0	0	0	2	10	15	0
27205	TX	Dallas	77500.31752	1 year	rent	1	807	24.35097132	69848.04918	54.85292387	0	0	0	13	9	10	0
27220	DC	Washington															
27228	TN	Nashville	32039.19283	1 year	rent	1	622	31.75692752	155439.9604	58.73985798	3	2	0	6	5	9	2
27235	MN	Minneapolis	75570.48164	1 year	rent	1	811	28.92218293	113694.6015	68.25400634	0	0	8	3	13	16	0
27244	IN	Indianapolis	95338.12239	< 1 year	mortgage	0	773	17.63874576	181309.477	81.21103184	0	0	12	15	8	9	0
27256	OK	Oklahoma City	71269.91842	10+ years	rent	0	664	30.10449824	134625.4273	48.44293195	0	2	17	14	10	14	0
27260	OR	Eugene	80271.9847	2-5 years	rent	1	747	26.9551915	200981.3512	60.35332232	0	0	0	1	7	11	0
27269	NH	Nashua	84825.37041	< 1 year	mortgage	1	655	26.72420507	157001.313	61.4776323	0	2	5	23	18	23	0
27274	NE	Omaha	85631.41066	6-9 years	rent	1	744	22.96203245	139502.6716	33.40544389	0	0	0	6	12	15	0
27302	IN	Fort Wayne	63999.09833	< 1 year	own	0	687	18.08855483	135854.6494	50.98543392	0	3	0	22	11	17	0
27311	MS	Jackson	55430.38935	6-9 years	own	0	586	16.51715969	120505.6372	47.01967197	0	0	0	6	7	10	0
27319	LA	New Orleans	78979.94147	< 1 year	rent	1	709	29.22767354	126865.3745	67.07391903	0	0	0	16	7	10	0
27324	NE	Omaha	46044.92048	1 year	own	1	664	19.12093693	79730.71825	52.09228713	0	0	8	5	13	15	0
27327	WA	Seattle	80317.86502	1 year	rent	1	725	26.48606042	139249.2311	47.14381429	0	3	0	14	15	20	0
27335	OR	Portland	84365.83957	6-9 years	mortgage	0	752	24.15004937	95840.79351	45.96005126	0	0	0	12	21	26	0
27342	VT	South Burlington	112453.9134	10+ years	rent	1	795	16.61747739	125202.9287	50.09922783	0	2	4	10	11	15	0
27348	AZ	Phoenix	83654.40905	< 1 year	rent	1	598	19.87394201	143561.9965	72.68987052	4	0	14	4	7	13	3
27362	WA	Tacoma	84740.05509	6-9 years	mortgage	1	778	18.69049247	131759.2136	53.24215564	0	0	0	21	6	9	0
27363	SD	Rapid City	82587.00782	10+ years	own	0	690	19.78541356	161848.2873	70.59590788	0	0	4	10	7	7	0
27374	OK	Oklahoma City	84687.13549	6-9 years	rent	0	655	24.65417592	169952.255	63.75080872	1	0	0	6	9	12	1
27375	NE	Omaha	69602.51836	10+ years	rent	1	673	19.56341374	96771.67967	39.61406969	0	5	7	5	15	20	0
27380	PA	Philadelphia	99063.34526	10+ years	own	1	781	12.34382256	130257.5596	51.54789191	0	1	2	18	10	17	0
27387	OH	Columbus	67425.41112	< 1 year	own	1	680	25.82621558	153397.3887	56.26378908	0	0	1	10	8	13	0
27395	WV	Charleston	83701.70655	< 1 year	mortgage	0	617	37.3877865	170162.5935	57.55505005	5	0	0	5	9	16	5
27399	FL	Miami	107997.4673	< 1 year	mortgage	1	751	23.7233156	164335.7674	71.61943215	0	0	5	12	11	16	0
27401	KY	Lexington	65094.20699	10+ years	mortgage	1	748	29.53658962	25632.3116	54.96422729	0	0	0	29	9	12	0
27406	OK	Oklahoma City	100186.7192	10+ years	rent	1	742	36.29777233	149534.9112	65.67246211	0	0	0	10	10	12	0
27423	ND	Fargo	79322.7723	10+ years	own	1	867	15.6318286	153399.353	42.0654726	0	0	0	4	9	13	0
27425	CA	San Diego	97762.38562	10+ years	mortgage	1	663	31.69826054	104335.8288	52.67600318	0	6	6	1	11	15	0
27432	CA	Los Angeles	51917.71013	< 1 year	own	1	656	31.35980902	141614.665	61.3795558	0	0	1	9	23	24	0
27444	MI	Detroit	61005.60498	1 year	own	1	871	21.85117164	90024.41985	54.55740152	0	0	6	12	13	17	0
27453	SD	Rapid City	101275.1994	< 1 year	rent	1	699	31.75895799	147310.2304	83.47616322	0	4	2	1	9	16	0
27478	FL	Jacksonville	70927.63185	1 year	mortgage	1	754	24.26904548	93557.66412	62.48807169	0	0	0	9	10	17	0
27487	AL	Mobile	89849.43125	1 year	own	1	701	27.32146319	119738.6337	35.10849894	0	0	3	13	18	19	0
27501	NE	Lincoln	105389.8057	2-5 years	mortgage	1	744	34.79433737	120390.2664	70.45190744	0	0	0	10	15	17	0
27506	FL	Tampa	74787.63401	2-5 years	mortgage	1	726	17.67708703	92150.87919	55.20413323	4	0	0	2	4	4	3
27518	WA	Seattle	65519.47202	2-5 years	rent	1	741	16.94093392	127411.5621	61.35991303	0	0	1	12	10	17	0
27535	UT	Salt Lake City	95217.45747	< 1 year	mortgage	1	556	31.97517379	182575.4301	77.41984637	4	3	0	30	18	22	3
27538	GA	Augusta	102429.3506	10+ years	mortgage	1	722	30.1504298	135834.3944	54.59831918	0	0	2	17	12	15	0
27541	NV	Las Vegas	66635.85976	10+ years	mortgage	1	844	18.72997383	136384.5447	68.37432172	0	0	0	10	14	14	0
27547	MT	Billings	70363.98872	< 1 year	rent	1	779	28.61466395	159618.6003	75.68894791	0	0	0	16	11	13	0
27551	NE	Omaha	105626.2296	10+ years	own	0	755	14.88328367	119134.3969	56.43649684	0	1	2	1	14	15	0
27563	TN	Nashville	95930.24545	< 1 year	mortgage	1	764	36.85965259	140974.15	42.14920568	0	0	0	6	9	9	0
27570	MI	Detroit	77126.01373	< 1 year	mortgage	0	699	27.1167448	105633.8914	55.62653233	0	0	0	7	7	10	0
27571	AR	Little Rock	92096.15123	2-5 years	mortgage	0	711	29.64128231	103479.9534	45.61977148	0	0	1	12	4	5	0
27582	ID	Boise	93260.70808	1 year	rent	1	827	31.76693306	113953.5646	70.01020471	0	0	0	4	10	17	0
27596	FL	Tampa	108091.6912	6-9 years	mortgage	0	817	26.78983736	182456.2134	60.3246077	0	1	0	16	8	13	0
27623	RI	Providence	50327.31525	6-9 years	rent	0	628	21.91824908	143032.235	69.3896539	0	0	0	3	9	11	0
27624	NC	Charlotte	66214.22787	10+ years	rent	1	738	25.40480286	94597.31454	61.6748401	0	0	1	9	9	11	0
27633	VT	South Burlington	96868.69794	10+ years	rent	1	874	19.2928254	155005.4973	53.94280622	0	0	0	20	8	15	0
27680	IL	Aurora	55699.26625	2-5 years	rent	0	646	34.79481998	52544.39073	44.359935	0	0	0	15	6	10	0
27683	CA	Los Angeles	84892.77252	2-5 years	rent	1	729	19.45795995	105871.3976	38.89551859	0	0	0	35	10	13	0
27686	CA	Los Angeles	41140.67651	< 1 year	mortgage	1	679	29.6231377	38045.3191	41.28088613	0	0	0	4	7	8	0
27688	MN	Minneapolis	47989.92009	< 1 year	own	1	790	19.74601591	156703.953	43.89470794	0	0	0	29	15	17	0
27691	WA	Spokane	87127.19309	6-9 years	rent	1	810	22.93089103	120697.1801	44.84568859	0	0	0	1	6	11	0
27712	FL	Jacksonville	81172.6047	6-9 years	mortgage	0	658	37.12966169	66293.48451	47.43749737	0	1	4	13	6	9	0
27734	CA	San Jose	64093.29388	1 year	own	1	768	30.349448	129488.1464	42.68775067	0	3	0	26	12	13	0
27736	KS	Wichita	51948.09356	1 year	mortgage	1	907	9.86528498	130360.197	76.73925639	0	4	2	21	7	13	0
27743	MS	Jackson	95186.59235	6-9 years	own	1	739	27.97588741	160923.2049	56.23049777	0	0	8	19	15	20	0
27749	MT	Missoula	56982.06819	< 1 year	rent	1	782	21.71664849	120118.6714	41.40304793	0	1	0	2	14	14	0
27753	CA	San Jose	59471.71846	6-9 years	mortgage	1	633	25.0890192	178470.4379	67.63306302	0	0	4	4	13	22	0
27767	RI	Warwick	110262.6892	10+ years	mortgage	1	781	21.06826497	118102.1713	40.87376435	0	0	0	7	9	14	0
27779	UT	Salt Lake City	93310.28974	2-5 years	own	1	950	17.88580328	82460.59372	20.57856765	0	0	0	3	8	15	0
27782	TX	Dallas	24967.28312	< 1 year	own	0	533	39.68589254	77063.55704	51.11902823	2	0	0	16	15	17	1
27786	NM	Albuquerque	76073.56707	2-5 years	own	1	733	23.35348161	124173.9449	40.30498385	0	0	0	9	13	19	0
27797	OR	Eugene	57389.06401	2-5 years	mortgage	0	655	25.31807099	116322.7043	49.97892136	0	1	1	9	5	9	0
27809	IA	Des Moines	66601.95899	1 year	own	1	756	24.96986149	139876.2574	40.39430693	0	0	3	5	7	13	0
27811	IN	Fort Wayne	81840.11488	1 year	rent	1	732	26.48384462	132773.1647	68.60055483	8	0	0	25	14	17	6
27815	FL	Jacksonville	82012.15095	1 year	mortgage	0	710	27.58282049	142372.0291	64.65736814	0	0	4	20	11	19	0
27836	MD	Baltimore	92700.58488	10+ years	own	1	858	20.07444059	183228.1639	65.81388142	0	0	0	7	13	17	0
27853	MI	Detroit	82579.21438	6-9 years	rent	1	666	30.99616486	119940.2683	54.60402806	0	0	0	11	13	17	0
27866	OH	Cleveland	53561.17475	6-9 years	mortgage	1	830	24.41908626	173782.5101	48.38142704	0	6	0	3	11	16	0
27868	IA	Des Moines	86394.62954	< 1 year	own	1	707	16.10299935	138227.8233	63.93536349	0	6	0	23	9	11	0
27887	GA	Augusta	82194.05238	10+ years	mortgage	0	653	29.73178923	120903.8048	76.98918116	0	3	1	5	14	17	0
27894	MT	Billings	90935.09329	6-9 years	rent	0	752	25.14110009	166657.2283	60.35773531	3	0	10	10	6	8	2
27903	MD	Frederick	81244.03511	1 year	rent	0	827	18.25418429	85198.54511	59.98268748	0	0	7	5	7	13	0
27917	IN	Indianapolis	106882.6309	10+ years	mortgage	1	707	26.36619556	179434.4146	39.59411439	0	2	6	14	16	18	0
27942	RI	Warwick	66485.89636	< 1 year	own	0	607	17.30014248	132861.9843	59.27103758	9	0	0	18	11	21	6
27971	PA	Allentown	67261.42248	< 1 year	own	1	639	22.4878274	182487.8056	56.19098781	0	6	7	11	13	17	0
27987	FL	Tampa	74586.87986	1 year	own	0	674	23.97720109	159900.3199	34.73772075	5	1	0	1	7	13	3
27996	ME	Lewiston	103211.9057	< 1 year	own	0	786	22.75085401	110608.9538	55.26741645	0	4	0	3	11	22	0
28010	LA	New Orleans	65278.58609	10+ years	rent	1	747	13.70478215	149934.8895	55.98225846	0	0	0	16	12	13	0
28012	CA	Los Angeles	60172.60753	2-5 years	mortgage	0	676	26.34857868	148168.997	72.34377149	0	0	0	16	10	10	0
28032	SC	Charleston	72195.63383	1 year	own	1	740	16.1048055	124828.1441	71.90683928	0	0	0	16	5	10	0
28035	TN	Knoxville	65187.59434	2-5 years	own	0	683	30.7060906	126232.4102	63.30263146	0	0	1	2	6	10	0
28043	NE	Lincoln	100770.0529	10+ years	rent	1	858	44.75117718	156155.0263	46.63765099	0	1	0	8	11	14	0
28065	NY	Rochester	78021.17201	2-5 years	own	1	622	23.90491309	125317.9805	79.21492476	1	7	0	15	18	19	1
28067	NJ	Newark	79371.53887	1 year	mortgage	1	677	19.40312035	145980.6484	65.08553289	0	2	3	15	13	15	0
28086	IN	Fort Wayne	55375.29227	6-9 years	own	1	649	25.96200817	186051.9868	51.44644141	0	0	5	19	13	15	0
28090	WA	Spokane	89374.61821	10+ years	rent	1	785	30.11281765	71501.27925	66.32299233	0	0	2	19	12	15	0
28100	MA	Worcester	76861.07996	6-9 years	rent	1	789	13.49575617	100091.6279	85.58196977	0	0	5	12	12	13	0
28110	TN	Memphis	75658.07382	6-9 years	rent	1	676	16.58814803	133799.9005	33.32073727	5	0	2	7	12	15	3
28114	MI	Detroit	51549.87916	< 1 year	mortgage	1	650	28.17778813	124577.4505	61.72009129	0	5	5	15	24	25	0
28120	TX	Dallas	88301.22856	10+ years	rent	1	734	19.35942952	111318.4652	61.33960731	0	0	0	44	9	14	0
28124	MA	Boston	82741.08858	2-5 years	rent	1	768	24.13985632	140130.7155	54.25483624	4	0	2	23	12	16	3
28125	WA	Seattle	87261.80528	6-9 years	own	1	766	20.91984811	149172.1247	72.13578012	4	1	5	12	13	13	4
28138	IL	Chicago	60779.37135	6-9 years	rent	1	656	21.84476319	90329.19176	54.13518372	0	0	0	4	10	15	0
28148	CA	Los Angeles	85574.73878	2-5 years	mortgage	1	754	23.70847897	93608.21722	52.72975976	0	5	1	9	11	18	0
28158	FL	Miami	40603.84375	< 1 year	rent	0	644	19.95252373	158185.0694	60.98592988	2	0	4	2	16	17	1
28165	FL	Jacksonville	40372.69601	2-5 years	mortgage	1	659	31.36174221	100597.7146	33.69201178	2	2	3	8	8	13	1
28172	NV	Reno	69145.00841	< 1 year	rent	1	639	23.38125209	195692.3457	91.4119365	0	0	3	29	10	19	0
28173	MS	Jackson	79189.89376	10+ years	mortgage	1	719	37.60842278	129327.8567	55.06655965	0	0	3	26	11	15	0
28180	NY	Buffalo	94161.87738	10+ years	mortgage	0	650	36.07774507	110228.9406	54.43051812	0	0	6	11	14	19	0
28183	CA	Los Angeles	45003.94068	< 1 year	rent	0	699	29.51556498	110097.2111	34.88997804	0	0	0	4	5	8	0
28198	PA	Philadelphia	56596.64037	1 year	own	1	856	28.85814057	113676.6341	41.06977672	0	0	0	19	7	14	0
28205	LA	New Orleans	91616.64303	2-5 years	rent	1	834	21.40839901	127088.1278	36.58921944	0	0	6	11	10	12	0
28209	ND	Fargo	69944.73308	1 year	own	1	712	27.07182448	204719.1404	76.09342898	0	0	0	4	16	17	0
28236	WA	Spokane	82716.47614	6-9 years	mortgage	1	697	21.95356297	84555.21596	45.50488684	0	0	0	33	12	13	0
28259	PA	Pittsburgh	83399.97324	1 year	own	1	681	32.92037247	170546.319	53.23171562	0	3	0	12	19	20	0
28274	KY	Louisville	79576.4467	1 year	rent	0	716	22.98107667	154761.0992	52.11948968	0	1	4	4	9	15	0
